folio,depto,area,s07a_01,s07a_02,s07a_02e,s07a_03,s07a_03e,s07a_03a,s07a_04,s07a_05,s07a_06,s07a_06e,s07a_07,s07a_08,s07a_08e,s07a_09,s07a_09e,s07a_10,s07a_10e,s07a_11a,s07a_11b,s07a_11c,s07a_12,s07a_13,s07a_14,s07a_15,s07a_16,s07a_17,s07a_18,s07a_18e,s07a_19_1a,s07a_19_1b,s07a_19_2a,s07a_19_2b,s07a_19_3a,s07a_19_3b,s07a_19_4a,s07a_19_4ae,s07a_19_4b,s07a_20_1a,s07a_20_1b,s07a_20_2a,s07a_20_2b,s07a_20_3a,s07a_20_3b,s07a_20_4a,s07a_20_4b,s07a_20_5a,s07a_20_5ae,s07a_20_5b,s07a_21,s07a_22,s07a_22e,s07a_23,s07a_24,s07a_25,s07a_26,s07a_27,s07a_28,s07a_29,s07a_30,totper,hogar,upm,estrato,factor
262-008670-A-0171,2.0,1.0,1.0,7.0,,NA,,NA,NA,150.0,1.0,,1.0,1.0,,5.0,,2.0,,24.0,0.0,7.0,20.0,1.0,1.0,2.0,1.0,35.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,12.0,2.0,1.0,2.0,NA,2.0,NA,NA,4.0,1.0,262-008670-A,12,247.85499572753906
262-008670-A-0191,2.0,1.0,1.0,1.0,,3.0,,NA,NA,1000.0,1.0,,1.0,1.0,,5.0,,1.0,,6.0,0.0,7.0,30.0,2.0,NA,1.0,1.0,120.0,6.0,,2.0,NA,1.0,150.0,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,3.0,,20.0,4.0,4.0,2.0,NA,2.0,NA,NA,5.0,1.0,262-008670-A,12,247.85499572753906
262-008812-A-0011,2.0,1.0,1.0,1.0,,4.0,,NA,NA,400.0,1.0,,1.0,1.0,,5.0,,1.0,,4.0,0.0,7.0,0.0,2.0,NA,1.0,1.0,50.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,25.0,3.0,3.0,2.0,NA,2.0,NA,NA,6.0,1.0,262-008812-A,12,355.7480163574219
262-008812-A-0021,2.0,1.0,1.0,1.0,,4.0,,NA,NA,250.0,1.0,,2.0,1.0,,3.0,,1.0,,5.0,0.0,7.0,15.0,2.0,NA,1.0,1.0,50.0,5.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,25.0,3.0,2.0,2.0,NA,2.0,NA,NA,4.0,1.0,262-008812-A,12,355.7480163574219
262-008812-A-0031,2.0,1.0,1.0,1.0,,3.0,,NA,NA,300.0,1.0,,1.0,1.0,,5.0,,1.0,,4.0,0.0,7.0,10.0,2.0,NA,1.0,1.0,40.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,25.0,2.0,2.0,2.0,NA,2.0,NA,NA,3.0,1.0,262-008812-A,12,355.7480163574219
262-008812-A-0041,2.0,1.0,1.0,1.0,,3.0,,NA,NA,200.0,1.0,,1.0,1.0,,5.0,,1.0,,24.0,0.0,7.0,12.0,2.0,NA,1.0,1.0,35.0,5.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,45.0,2.0,2.0,2.0,NA,2.0,NA,NA,4.0,1.0,262-008812-A,12,355.7480163574219
262-008812-A-0061,2.0,1.0,1.0,7.0,,NA,,NA,NA,150.0,2.0,,1.0,1.0,,5.0,,2.0,,12.0,0.0,7.0,12.0,2.0,NA,1.0,1.0,18.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,25.0,1.0,0.0,2.0,NA,2.0,NA,NA,1.0,1.0,262-008812-A,12,355.7480163574219
262-008812-A-0071,2.0,1.0,1.0,1.0,,2.0,,2.0,NA,150.0,1.0,,1.0,1.0,,5.0,,2.0,,3.0,0.0,7.0,10.0,1.0,1.0,1.0,1.0,38.0,5.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,12.0,2.0,1.0,2.0,NA,2.0,NA,NA,3.0,1.0,262-008812-A,12,355.7480163574219
262-008812-A-0081,2.0,1.0,1.0,1.0,,3.0,,NA,NA,250.0,1.0,,1.0,1.0,,5.0,,2.0,,7.0,0.0,7.0,15.0,2.0,NA,1.0,1.0,70.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,25.0,2.0,2.0,2.0,NA,2.0,NA,NA,4.0,1.0,262-008812-A,12,355.7480163574219
262-008812-A-0091,2.0,1.0,1.0,1.0,,4.0,,NA,NA,200.0,1.0,,1.0,1.0,,5.0,,1.0,,24.0,0.0,7.0,20.0,2.0,NA,1.0,1.0,30.0,5.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,23.0,1.0,0.0,2.0,NA,2.0,NA,NA,4.0,1.0,262-008812-A,12,355.7480163574219
262-008812-A-0101,2.0,1.0,1.0,1.0,,4.0,,NA,NA,350.0,1.0,,1.0,3.0,,5.0,,1.0,,4.0,0.0,7.0,15.0,2.0,NA,1.0,1.0,45.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,25.0,3.0,2.0,2.0,NA,2.0,NA,NA,3.0,1.0,262-008812-A,12,355.7480163574219
262-008812-A-0111,2.0,1.0,1.0,1.0,,3.0,,NA,NA,180.0,1.0,,2.0,1.0,,5.0,,2.0,,4.0,0.0,7.0,8.0,1.0,1.0,1.0,1.0,30.0,3.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,10.0,7.0,6.0,2.0,NA,2.0,NA,NA,7.0,1.0,262-008812-A,12,355.7480163574219
262-008812-A-0131,2.0,1.0,1.0,1.0,,3.0,,NA,NA,150.0,1.0,,1.0,1.0,,5.0,,2.0,,5.0,45.0,7.0,15.0,1.0,1.0,1.0,1.0,25.0,5.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,10.0,3.0,2.0,2.0,NA,2.0,NA,NA,4.0,1.0,262-008812-A,12,355.7480163574219
262-008812-A-0141,2.0,1.0,1.0,1.0,,3.0,,NA,NA,250.0,1.0,,1.0,1.0,,5.0,,1.0,,4.0,30.0,7.0,20.0,1.0,1.0,1.0,1.0,60.0,5.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,15.0,7.0,6.0,2.0,NA,1.0,1.0,1.0,9.0,1.0,262-008812-A,12,355.7480163574219
262-008961-A-0011,2.0,1.0,1.0,1.0,,3.0,,NA,NA,500.0,1.0,,1.0,1.0,,5.0,,1.0,,24.0,0.0,7.0,10.0,2.0,NA,1.0,1.0,25.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,23.0,1.0,0.0,2.0,NA,2.0,NA,NA,2.0,1.0,262-008961-A,12,167.41082763671875
262-008961-A-0021,2.0,1.0,1.0,1.0,,3.0,,NA,NA,700.0,1.0,,1.0,3.0,,5.0,,1.0,,24.0,0.0,7.0,50.0,2.0,NA,1.0,1.0,80.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,23.0,3.0,3.0,2.0,NA,2.0,NA,NA,3.0,1.0,262-008961-A,12,167.41082763671875
262-008961-A-0031,2.0,1.0,1.0,7.0,,NA,,NA,NA,300.0,1.0,,2.0,1.0,,5.0,,1.0,,24.0,0.0,7.0,12.0,2.0,NA,1.0,1.0,30.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,45.0,2.0,2.0,2.0,NA,2.0,NA,NA,4.0,1.0,262-008961-A,12,167.41082763671875
262-008961-A-0041,2.0,1.0,1.0,1.0,,3.0,,NA,NA,500.0,1.0,,1.0,1.0,,6.0,,1.0,,24.0,0.0,7.0,30.0,2.0,NA,1.0,1.0,70.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,45.0,3.0,2.0,2.0,NA,2.0,NA,NA,5.0,1.0,262-008961-A,12,167.41082763671875
262-008961-A-0061,2.0,1.0,1.0,1.0,,4.0,,NA,NA,300.0,1.0,,1.0,3.0,,4.0,,2.0,,14.0,0.0,7.0,15.0,2.0,NA,2.0,1.0,50.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,3.0,,45.0,3.0,2.0,2.0,NA,1.0,1.0,1.0,4.0,1.0,262-008961-A,12,167.41082763671875
262-008961-A-0071,2.0,1.0,1.0,1.0,,4.0,,NA,NA,200.0,1.0,,1.0,1.0,,5.0,,1.0,,15.0,0.0,7.0,10.0,2.0,NA,2.0,1.0,20.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,23.0,2.0,1.0,2.0,NA,1.0,1.0,1.0,2.0,1.0,262-008961-A,12,167.41082763671875
262-008961-A-0081,2.0,1.0,1.0,3.0,,NA,,NA,350.0,NA,1.0,,1.0,1.0,,5.0,,1.0,,15.0,0.0,7.0,15.0,2.0,NA,1.0,1.0,50.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,23.0,3.0,2.0,2.0,NA,2.0,NA,NA,4.0,1.0,262-008961-A,12,167.41082763671875
262-008961-A-0091,2.0,1.0,1.0,7.0,,NA,,NA,NA,200.0,1.0,,1.0,1.0,,5.0,,1.0,,15.0,0.0,7.0,12.0,2.0,NA,2.0,1.0,45.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,23.0,1.0,0.0,2.0,NA,2.0,NA,NA,4.0,1.0,262-008961-A,12,167.41082763671875
262-008961-A-0101,2.0,1.0,1.0,7.0,,NA,,NA,NA,500.0,1.0,,2.0,1.0,,5.0,,2.0,,24.0,0.0,7.0,25.0,1.0,1.0,2.0,1.0,80.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,4.0,,12.0,3.0,1.0,2.0,NA,2.0,NA,NA,5.0,1.0,262-008961-A,12,167.41082763671875
262-008961-A-0111,2.0,1.0,1.0,1.0,,3.0,,NA,NA,200.0,1.0,,1.0,1.0,,5.0,,2.0,,24.0,0.0,7.0,15.0,1.0,1.0,1.0,1.0,40.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,4.0,,11.0,3.0,2.0,2.0,NA,2.0,NA,NA,4.0,1.0,262-008961-A,12,167.41082763671875
262-008961-A-0131,2.0,1.0,1.0,1.0,,3.0,,NA,NA,200.0,1.0,,1.0,1.0,,5.0,,2.0,,24.0,0.0,7.0,18.0,1.0,2.0,1.0,1.0,30.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,10.0,4.0,3.0,2.0,NA,2.0,NA,NA,4.0,1.0,262-008961-A,12,167.41082763671875
262-008961-A-0141,2.0,1.0,1.0,6.0,,NA,,NA,NA,200.0,1.0,,1.0,1.0,,5.0,,2.0,,24.0,0.0,7.0,40.0,1.0,1.0,1.0,1.0,75.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,4.0,,8.0,5.0,4.0,2.0,NA,1.0,1.0,1.0,14.0,1.0,262-008961-A,12,167.41082763671875
262-009101-A-0091,2.0,1.0,1.0,7.0,,NA,,NA,NA,400.0,1.0,,1.0,1.0,,5.0,,1.0,,24.0,0.0,7.0,10.0,2.0,NA,1.0,1.0,40.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,4.0,,10.0,1.0,0.0,2.0,NA,2.0,NA,NA,3.0,1.0,262-009101-A,12,320.32720947265625
262-009101-A-0111,2.0,1.0,1.0,3.0,,NA,,NA,160.0,NA,2.0,,2.0,1.0,,1.0,,2.0,,15.0,0.0,7.0,10.0,2.0,NA,1.0,1.0,30.0,5.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,3.0,,23.0,1.0,0.0,2.0,NA,2.0,NA,NA,1.0,1.0,262-009101-A,12,320.32720947265625
262-009101-A-0131,2.0,1.0,1.0,1.0,,3.0,,NA,NA,350.0,1.0,,1.0,1.0,,3.0,,2.0,,24.0,0.0,7.0,18.0,1.0,1.0,1.0,1.0,55.0,5.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,12.0,3.0,2.0,2.0,NA,2.0,NA,NA,3.0,1.0,262-009101-A,12,320.32720947265625
262-009101-A-0151,2.0,1.0,1.0,1.0,,4.0,,NA,NA,300.0,2.0,,1.0,1.0,,5.0,,2.0,,20.0,0.0,7.0,20.0,1.0,1.0,1.0,1.0,40.0,5.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,50.0,2.0,2.0,2.0,NA,2.0,NA,NA,5.0,1.0,262-009101-A,12,320.32720947265625
262-009101-A-0171,2.0,1.0,1.0,3.0,,NA,,NA,250.0,NA,1.0,,1.0,1.0,,5.0,,2.0,,15.0,0.0,7.0,12.0,2.0,NA,1.0,1.0,65.0,5.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,12.0,2.0,2.0,2.0,NA,2.0,NA,NA,3.0,1.0,262-009101-A,12,320.32720947265625
262-009101-A-0191,2.0,1.0,1.0,1.0,,3.0,,NA,NA,150.0,1.0,,2.0,1.0,,5.0,,2.0,,24.0,0.0,7.0,10.0,1.0,1.0,1.0,1.0,20.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,4.0,,9.0,2.0,2.0,2.0,NA,2.0,NA,NA,3.0,1.0,262-009101-A,12,320.32720947265625
262-009101-A-0221,2.0,1.0,1.0,1.0,,3.0,,NA,NA,150.0,1.0,,2.0,1.0,,5.0,,2.0,,24.0,0.0,7.0,60.0,1.0,1.0,1.0,1.0,50.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,50.0,1.0,0.0,2.0,NA,2.0,NA,NA,5.0,1.0,262-009101-A,12,320.32720947265625
262-009101-A-0241,2.0,1.0,1.0,1.0,,3.0,,NA,NA,150.0,1.0,,1.0,1.0,,5.0,,2.0,,24.0,0.0,7.0,18.0,1.0,1.0,1.0,1.0,20.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,10.0,4.0,3.0,2.0,NA,2.0,NA,NA,5.0,1.0,262-009101-A,12,320.32720947265625
262-009101-A-0261,2.0,1.0,1.0,7.0,,NA,,NA,NA,200.0,1.0,,1.0,1.0,,5.0,,2.0,,24.0,0.0,7.0,11.0,1.0,1.0,2.0,1.0,15.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,24.0,1.0,0.0,2.0,NA,2.0,NA,NA,2.0,1.0,262-009101-A,12,320.32720947265625
262-009101-A-0021,2.0,1.0,1.0,1.0,,3.0,,NA,NA,300.0,1.0,,1.0,1.0,,5.0,,1.0,,24.0,0.0,7.0,15.0,2.0,NA,1.0,1.0,30.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,30.0,3.0,2.0,2.0,NA,2.0,NA,NA,3.0,1.0,262-009101-A,12,320.32720947265625
262-009101-A-0041,2.0,1.0,1.0,1.0,,3.0,,NA,NA,600.0,1.0,,1.0,1.0,,6.0,,1.0,,24.0,0.0,7.0,30.0,2.0,NA,1.0,1.0,70.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,23.0,4.0,3.0,2.0,NA,2.0,NA,NA,4.0,1.0,262-009101-A,12,320.32720947265625
262-009101-A-0061,2.0,1.0,1.0,1.0,,3.0,,NA,NA,400.0,2.0,,1.0,1.0,,5.0,,1.0,,24.0,0.0,7.0,15.0,2.0,NA,1.0,1.0,30.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,23.0,3.0,2.0,2.0,NA,2.0,NA,NA,4.0,1.0,262-009101-A,12,320.32720947265625
262-009239-A-0011,2.0,1.0,1.0,1.0,,3.0,,NA,NA,250.0,1.0,,1.0,1.0,,5.0,,2.0,,24.0,0.0,7.0,25.0,1.0,1.0,1.0,1.0,50.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,12.0,5.0,4.0,2.0,NA,2.0,NA,NA,5.0,1.0,262-009239-A,12,118.58267211914062
262-009239-A-0021,2.0,1.0,4.0,3.0,,NA,,NA,100.0,NA,1.0,,1.0,1.0,,5.0,,2.0,,24.0,0.0,7.0,10.0,1.0,1.0,1.0,1.0,30.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,25.0,1.0,0.0,2.0,NA,2.0,NA,NA,4.0,1.0,262-009239-A,12,118.58267211914062
262-009239-A-0031,2.0,1.0,1.0,1.0,,3.0,,NA,NA,150.0,1.0,,1.0,3.0,,5.0,,2.0,,24.0,0.0,7.0,0.0,1.0,2.0,1.0,1.0,120.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,45.0,5.0,4.0,2.0,NA,1.0,1.0,1.0,6.0,1.0,262-009239-A,12,118.58267211914062
262-009239-A-0041,2.0,1.0,1.0,1.0,,3.0,,NA,NA,150.0,1.0,,1.0,1.0,,5.0,,2.0,,24.0,0.0,7.0,18.0,1.0,1.0,1.0,1.0,40.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,23.0,3.0,3.0,2.0,NA,2.0,NA,NA,5.0,1.0,262-009239-A,12,118.58267211914062
262-009239-A-0061,2.0,1.0,1.0,1.0,,4.0,,NA,NA,250.0,1.0,,1.0,1.0,,5.0,,2.0,,5.0,0.0,7.0,10.0,2.0,NA,1.0,1.0,50.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,10.0,1.0,0.0,2.0,NA,2.0,NA,NA,2.0,1.0,262-009239-A,12,118.58267211914062
262-009239-A-0071,2.0,1.0,1.0,1.0,,4.0,,NA,NA,250.0,1.0,,1.0,1.0,,5.0,,2.0,,15.0,0.0,7.0,7.0,2.0,NA,2.0,1.0,20.0,5.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,8.0,1.0,0.0,2.0,NA,2.0,NA,NA,1.0,1.0,262-009239-A,12,118.58267211914062
262-009239-A-0081,2.0,1.0,1.0,1.0,,4.0,,NA,NA,350.0,1.0,,1.0,1.0,,5.0,,2.0,,12.0,0.0,7.0,10.0,2.0,NA,2.0,1.0,45.0,5.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,15.0,4.0,3.0,2.0,NA,2.0,NA,NA,4.0,1.0,262-009239-A,12,118.58267211914062
262-009239-A-0091,2.0,1.0,1.0,1.0,,3.0,,NA,NA,300.0,1.0,,2.0,1.0,,5.0,,2.0,,24.0,0.0,7.0,15.0,2.0,NA,1.0,1.0,60.0,5.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,15.0,3.0,2.0,2.0,NA,2.0,NA,NA,6.0,1.0,262-009239-A,12,118.58267211914062
262-009239-A-0101,2.0,1.0,1.0,1.0,,3.0,,NA,NA,150.0,1.0,,1.0,1.0,,1.0,,2.0,,24.0,0.0,7.0,20.0,1.0,1.0,1.0,1.0,35.0,6.0,,2.0,NA,2.0,NA,1.0,200.0,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,4.0,,9.0,3.0,2.0,2.0,NA,2.0,NA,NA,4.0,1.0,262-009239-A,12,118.58267211914062
262-009239-A-0111,2.0,1.0,1.0,1.0,,3.0,,NA,NA,400.0,1.0,,1.0,2.0,,5.0,,1.0,,24.0,0.0,7.0,40.0,1.0,1.0,1.0,1.0,130.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,15.0,6.0,4.0,2.0,NA,1.0,1.0,3.0,5.0,1.0,262-009239-A,12,118.58267211914062
262-009239-A-0131,2.0,1.0,1.0,1.0,,3.0,,NA,NA,200.0,1.0,,1.0,1.0,,5.0,,2.0,,24.0,0.0,7.0,10.0,2.0,NA,1.0,1.0,35.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,23.0,1.0,0.0,2.0,NA,2.0,NA,NA,2.0,1.0,262-009239-A,12,118.58267211914062
262-009239-A-0141,2.0,1.0,1.0,1.0,,3.0,,NA,NA,300.0,1.0,,1.0,1.0,,5.0,,2.0,,5.0,0.0,7.0,12.0,2.0,NA,1.0,1.0,45.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,12.0,2.0,1.0,2.0,NA,2.0,NA,NA,2.0,1.0,262-009239-A,12,118.58267211914062
262-009357-A-0021,2.0,1.0,1.0,1.0,,3.0,,NA,NA,300.0,1.0,,1.0,1.0,,5.0,,2.0,,24.0,0.0,7.0,25.0,1.0,1.0,1.0,1.0,45.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,15.0,4.0,3.0,2.0,NA,2.0,NA,NA,6.0,1.0,262-009357-A,12,177.41200256347656
262-009357-A-0031,2.0,1.0,1.0,1.0,,3.0,,NA,NA,200.0,1.0,,1.0,1.0,,5.0,,2.0,,24.0,0.0,7.0,10.0,1.0,1.0,1.0,1.0,60.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,10.0,3.0,2.0,2.0,NA,2.0,NA,NA,5.0,1.0,262-009357-A,12,177.41200256347656
262-009357-A-0041,2.0,1.0,1.0,1.0,,3.0,,NA,NA,150.0,1.0,,1.0,1.0,,5.0,,2.0,,24.0,0.0,7.0,10.0,1.0,1.0,1.0,1.0,25.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,4.0,,9.0,2.0,2.0,2.0,NA,2.0,NA,NA,6.0,1.0,262-009357-A,12,177.41200256347656
262-009357-A-0061,2.0,1.0,1.0,1.0,,3.0,,NA,NA,250.0,1.0,,2.0,3.0,,6.0,,1.0,,24.0,0.0,7.0,45.0,1.0,1.0,1.0,1.0,80.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,20.0,6.0,4.0,2.0,NA,1.0,1.0,1.0,7.0,1.0,262-009357-A,12,177.41200256347656
262-009357-A-0081,2.0,1.0,1.0,1.0,,4.0,,NA,NA,300.0,2.0,,1.0,1.0,,5.0,,1.0,,24.0,0.0,7.0,12.0,1.0,1.0,1.0,1.0,55.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,10.0,1.0,0.0,2.0,NA,2.0,NA,NA,1.0,1.0,262-009357-A,12,177.41200256347656
262-009357-A-0111,2.0,1.0,1.0,1.0,,3.0,,NA,NA,350.0,1.0,,1.0,3.0,,3.0,,1.0,,4.0,0.0,7.0,15.0,1.0,1.0,1.0,1.0,60.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,15.0,3.0,2.0,2.0,NA,2.0,NA,NA,4.0,1.0,262-009357-A,12,177.41200256347656
262-009357-A-0121,2.0,1.0,1.0,3.0,,NA,,NA,120.0,NA,1.0,,1.0,1.0,,5.0,,1.0,,2.0,0.0,7.0,10.0,1.0,1.0,1.0,1.0,50.0,5.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,3.0,,25.0,1.0,0.0,2.0,NA,2.0,NA,NA,1.0,1.0,262-009357-A,12,177.41200256347656
