folio,depto,area,s09b_10_01,s09b_10_02,s09b_10_03,s09b_10_04,s09b_10_05,s09b_10_06,s09b_10_07,s09b_10_08,s09b_10_09,s09b_10_10,s09b_10_11,s09b_10_12,s09b_10_13,s09b_10_14,s09b_10_15,s09b_10_16,s09b_10_17,s09b_10_18,s09b_10_19,s09b_10_20,s09b_10_21,s09b_10_22,s09b_10_23,s09b_10_24,s09b_10_25,s09b_10_26,s09b_10_27,s09b_10_28,s09b_10_29,s09b_11_01,s09b_11_02,s09b_11_03,s09b_11_04,s09b_11_05,s09b_11_06,s09b_11_07,s09b_11_08,s09b_12_01,s09b_12_02,s09b_12_03,s09b_13_01,s09b_13_02,s09b_13_03,s09b_13_03a,s09b_13_04,s09b_13_05,s09b_13_06,s09b_13_07,s09b_13_08,s09b_13_09,s09b_13_10,s09b_13_11,s09b_13_12,s09b_13_13,s09b_13_14,s09b_13_15,s09b_13_16,s09b_13_17,s09b_13_18,s09b_13_19,upm,estrato,factor
722-012735-A-0271,7.0,1.0,100.0,400.0,0.0,0.0,0.0,0.0,100.0,40.0,0.0,0.0,250.0,0.0,0.0,150.0,600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,299.0,50.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,350.0,0.0,0.0,0.0,722-012735-A,12,218.901123046875
722-012735-A-0301,7.0,1.0,80.0,300.0,0.0,0.0,0.0,0.0,100.0,80.0,30.0,0.0,250.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,30.0,280.0,50.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,722-012735-A,12,218.901123046875
722-012735-A-0321,7.0,1.0,90.0,300.0,0.0,0.0,0.0,0.0,50.0,100.0,30.0,0.0,0.0,0.0,0.0,200.0,600.0,400.0,500.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,159.0,50.0,0.0,0.0,200.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,722-012735-A,12,218.901123046875
722-012828-A-0021,7.0,1.0,120.0,96.0,0.0,0.0,0.0,0.0,70.0,40.0,15.0,0.0,0.0,0.0,0.0,40.0,140.0,0.0,0.0,24.0,28.0,150.0,10.0,0.0,0.0,0.0,0.0,0.0,282.0,30.0,0.0,0.0,0.0,400.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,0.0,0.0,0.0,722-012828-A,12,343.2767639160156
722-012828-A-0041,7.0,1.0,50.0,120.0,0.0,0.0,0.0,0.0,50.0,40.0,15.0,0.0,0.0,0.0,0.0,60.0,100.0,0.0,50.0,50.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,204.0,30.0,0.0,0.0,300.0,300.0,350.0,0.0,0.0,100.0,100.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,120.0,350.0,0.0,0.0,0.0,0.0,722-012828-A,12,343.2767639160156
722-012828-A-0081,7.0,1.0,50.0,20.0,0.0,0.0,0.0,0.0,100.0,50.0,15.0,0.0,15.0,0.0,20.0,50.0,100.0,0.0,0.0,60.0,50.0,50.0,20.0,0.0,0.0,0.0,250.0,100.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,175.0,150.0,280.0,0.0,0.0,0.0,722-012828-A,12,343.2767639160156
722-012828-A-0101,7.0,1.0,10.0,40.0,0.0,0.0,0.0,0.0,30.0,0.0,15.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,722-012828-A,12,343.2767639160156
722-012828-A-0121,7.0,1.0,20.0,60.0,0.0,0.0,100.0,0.0,30.0,0.0,40.0,0.0,0.0,0.0,30.0,60.0,0.0,50.0,100.0,50.0,50.0,150.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,722-012828-A,12,343.2767639160156
722-012828-A-0141,7.0,1.0,70.0,200.0,0.0,0.0,200.0,0.0,100.0,20.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,100.0,100.0,50.0,0.0,30.0,0.0,0.0,0.0,0.0,100.0,250.0,50.0,0.0,0.0,0.0,100.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,722-012828-A,12,343.2767639160156
722-012828-A-0161,7.0,1.0,30.0,50.0,0.0,0.0,0.0,0.0,50.0,120.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,50.0,50.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,722-012828-A,12,343.2767639160156
722-012828-A-0171,7.0,1.0,30.0,150.0,0.0,0.0,0.0,0.0,50.0,25.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,299.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,722-012828-A,12,343.2767639160156
722-012828-A-0191,7.0,1.0,80.0,0.0,0.0,0.0,0.0,0.0,80.0,30.0,20.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,50.0,150.0,50.0,0.0,0.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,50.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0,0.0,0.0,400.0,450.0,0.0,0.0,0.0,722-012828-A,12,343.2767639160156
722-012828-A-0211,7.0,1.0,12.0,100.0,0.0,0.0,0.0,0.0,12.0,10.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,722-012828-A,12,343.2767639160156
722-012828-A-0231,7.0,1.0,50.0,250.0,0.0,0.0,0.0,0.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,722-012828-A,12,343.2767639160156
722-012905-A-0021,7.0,1.0,50.0,250.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,722-012905-A,12,256.7113342285156
722-012905-A-0061,7.0,1.0,20.0,80.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,722-012905-A,12,256.7113342285156
722-012905-A-0091,7.0,1.0,25.0,100.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,722-012905-A,12,256.7113342285156
722-012905-A-0131,7.0,1.0,80.0,300.0,0.0,0.0,0.0,0.0,120.0,30.0,0.0,0.0,50.0,0.0,0.0,100.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,150.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,722-012905-A,12,256.7113342285156
722-012905-A-0161,7.0,1.0,200.0,100.0,0.0,50.0,150.0,0.0,300.0,60.0,300.0,0.0,0.0,0.0,0.0,1000.0,2200.0,0.0,150.0,150.0,100.0,100.0,50.0,0.0,0.0,0.0,320.0,0.0,185.0,120.0,299.0,0.0,700.0,600.0,350.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,150.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,55.0,150.0,0.0,0.0,0.0,722-012905-A,12,256.7113342285156
722-012905-A-0201,7.0,1.0,60.0,20.0,0.0,100.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,30.0,50.0,0.0,0.0,60.0,0.0,20.0,0.0,0.0,0.0,0.0,60.0,0.0,150.0,30.0,0.0,0.0,450.0,250.0,350.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,700.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,722-012905-A,12,256.7113342285156
722-012905-A-0241,7.0,1.0,60.0,20.0,0.0,0.0,0.0,0.0,60.0,30.0,15.0,0.0,0.0,0.0,10.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,210.0,0.0,0.0,100.0,0.0,0.0,0.0,250.0,200.0,0.0,0.0,0.0,0.0,0.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,200.0,0.0,0.0,0.0,120.0,400.0,278.0,0.0,0.0,0.0,722-012905-A,12,256.7113342285156
722-012905-A-0271,7.0,1.0,80.0,250.0,0.0,0.0,0.0,0.0,60.0,50.0,20.0,0.0,30.0,0.0,20.0,150.0,0.0,0.0,0.0,50.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,150.0,50.0,0.0,0.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,280.0,0.0,0.0,0.0,722-012905-A,12,256.7113342285156
722-012905-A-0311,7.0,1.0,14.0,50.0,0.0,0.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,20.0,0.0,30.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,722-012905-A,12,256.7113342285156
722-012905-A-0341,7.0,1.0,60.0,0.0,20.0,0.0,0.0,0.0,50.0,15.0,20.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,100.0,50.0,20.0,0.0,30.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,722-012905-A,12,256.7113342285156
722-012905-A-0381,7.0,1.0,30.0,20.0,0.0,0.0,0.0,0.0,40.0,10.0,0.0,0.0,200.0,0.0,30.0,50.0,60.0,0.0,50.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,722-012905-A,12,256.7113342285156
722-012905-A-0411,7.0,1.0,60.0,20.0,0.0,0.0,0.0,0.0,40.0,15.0,15.0,0.0,0.0,0.0,20.0,80.0,150.0,0.0,100.0,50.0,20.0,0.0,20.0,0.0,0.0,0.0,100.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,722-012905-A,12,256.7113342285156
722-014023-A-0021,7.0,1.0,50.0,100.0,0.0,0.0,0.0,0.0,60.0,10.0,28.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,722-014023-A,12,371.18017578125
722-014023-A-0041,7.0,1.0,60.0,0.0,0.0,0.0,0.0,0.0,50.0,250.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,40.0,0.0,0.0,0.0,100.0,50.0,60.0,0.0,60.0,60.0,300.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,200.0,100.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,722-014023-A,12,371.18017578125
722-014023-A-0061,7.0,1.0,50.0,180.0,0.0,0.0,0.0,0.0,40.0,12.0,0.0,0.0,0.0,0.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,722-014023-A,12,371.18017578125
722-014023-A-0091,7.0,1.0,15.0,100.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,320.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,722-014023-A,12,371.18017578125
722-014023-A-0111,7.0,1.0,32.0,50.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,250.0,0.0,0.0,0.0,300.0,200.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,98.0,98.0,0.0,0.0,0.0,0.0,600.0,0.0,150.0,722-014023-A,12,371.18017578125
722-014023-A-0131,7.0,1.0,20.0,50.0,0.0,0.0,0.0,20.0,27.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,9.0,0.0,40.0,0.0,0.0,0.0,20.0,0.0,100.0,0.0,50.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,722-014023-A,12,371.18017578125
722-014023-A-0151,7.0,1.0,15.0,150.0,0.0,0.0,0.0,0.0,80.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,722-014023-A,12,371.18017578125
722-014023-A-0171,7.0,1.0,14.0,150.0,0.0,0.0,0.0,0.0,50.0,10.0,10.0,0.0,0.0,24.0,0.0,20.0,30.0,0.0,0.0,40.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,150.0,0.0,150.0,0.0,100.0,60.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,150.0,0.0,100.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,722-014023-A,12,371.18017578125
722-014023-A-0191,7.0,1.0,40.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,722-014023-A,12,371.18017578125
722-014023-A-0221,7.0,1.0,50.0,100.0,0.0,0.0,0.0,0.0,50.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,722-014023-A,12,371.18017578125
722-014023-A-0241,7.0,1.0,50.0,150.0,0.0,0.0,0.0,20.0,20.0,10.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,722-014023-A,12,371.18017578125
722-014023-A-0261,7.0,1.0,10.0,20.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,722-014023-A,12,371.18017578125
722-014209-A-0021,7.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,25.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,60.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.0,0.0,0.0,0.0,722-014209-A,12,209.78024291992188
722-014209-A-0041,7.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,722-014209-A,12,209.78024291992188
722-014209-A-0061,7.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,722-014209-A,12,209.78024291992188
722-014209-A-0081,7.0,1.0,20.0,50.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,722-014209-A,12,209.78024291992188
722-014209-A-0101,7.0,1.0,50.0,250.0,0.0,0.0,0.0,0.0,40.0,16.0,0.0,0.0,0.0,100.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,722-014209-A,12,209.78024291992188
722-014209-A-0121,7.0,1.0,40.0,300.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,722-014209-A,12,209.78024291992188
722-014209-A-0141,7.0,1.0,50.0,15.0,0.0,0.0,0.0,0.0,100.0,27.0,100.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,300.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,722-014209-A,12,209.78024291992188
722-014209-A-0161,7.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,722-014209-A,12,209.78024291992188
722-014209-A-0171,7.0,1.0,150.0,0.0,0.0,0.0,0.0,0.0,80.0,60.0,0.0,0.0,830.0,0.0,150.0,0.0,0.0,0.0,0.0,150.0,0.0,50.0,20.0,0.0,0.0,0.0,350.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,0.0,0.0,0.0,722-014209-A,12,209.78024291992188
722-014209-A-0191,7.0,1.0,40.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,722-014209-A,12,209.78024291992188
722-014209-A-0211,7.0,1.0,0.0,50.0,0.0,0.0,0.0,70.0,40.0,16.0,20.0,0.0,0.0,0.0,0.0,30.0,60.0,0.0,0.0,50.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,50.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,722-014209-A,12,209.78024291992188
